services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
auto,2024-08-15,02:54:54.805795,completed,Byatarayanapura Estate,Yelahanka Heights,22,RD8546900852806677,12.47,839.59,6.62,846.21,GPay
auto,2024-07-14,16:28:34.805795,completed,Subramanyapura Pier,Munnekollal Garden,99,RD9314544552108185,6.4,410.47,16.15,426.62,GPay
parcel,2024-06-23,01:24:17.805795,completed,Pai Layout 1st Stage,Gottigere 4th Stage,18,RD6923024304432183,2.55,857.96,46.91,904.87,Paytm
bike lite,2024-07-21,04:13:23.805795,completed,Madiwala Area,Malleshwaram Village,43,RD4007390833453368,19.79,831.59,49.53,881.12,GPay
auto,2024-07-28,22:31:04.805795,completed,BTM 2nd Stage Passage,Amruthahalli Nagar,80,RD3459547055194960,37.68,605.01,40.65,645.66,Amazon Pay
auto,2024-07-27,10:10:15.805795,cancelled,Benniganahalli Loop,Amruthahalli Way,45,RD2226751369473190,22.91,,,,nan
cab economy,2024-07-02,00:55:27.805795,completed,Sadashiva Nagar 5th Block,Kaval Byrasandra Extension,84,RD7895054882743832,30.31,682.49,13.55,696.04,GPay
auto,2024-08-12,11:32:07.805795,completed,Benniganahalli 5th Stage,Gottigere Quadrant,94,RD9511295418216466,38.1,62.91,17.26,80.17,GPay
auto,2024-07-31,21:37:11.805795,completed,Nagarbhavi Crescent,Magadi Road Trail,101,RD2408128678343232,17.89,878.92,36.22,915.14,Paytm
parcel,2024-08-04,20:52:39.805795,completed,Bikasipura Viewpoint,Electronic City Place,84,RD0497058978197617,13.35,353.63,33.62,387.25,GPay
parcel,2024-07-10,14:23:20.805795,cancelled,Anekal Area,Kengeri Court,88,RD8646415657592108,8.74,,,,nan
cab economy,2024-06-26,07:28:43.805795,completed,Bellandur Road,Sanjay Nagar Esplanade,85,RD0631869946937374,12.93,890.09,14.67,904.76,Amazon Pay
auto,2024-07-03,15:17:09.805795,completed,Yelahanka New Town Enclave,Bommanahalli 3rd Stage,90,RD3216984017988460,43.34,597.97,35.12,633.09,Paytm
cab economy,2024-08-06,15:08:48.805795,completed,Chikkabellandur Quarry,Jakkasandra 2nd Stage,50,RD9108277100709110,7.62,809.21,8.53,817.74,QR scan
auto,2024-08-05,04:19:49.805795,completed,Hebbal Kempapura 1st Stage,Ashok Nagar Passage,45,RD9084963500272385,18.74,674.29,20.91,695.1999999999999,QR scan
bike lite,2024-07-19,23:53:19.805795,completed,Kalyan Nagar 5th Block,Marathahalli Cut,107,RD8361121653731358,27.16,665.64,5.58,671.22,GPay
bike,2024-07-25,21:18:52.805795,completed,Mahadevapura Enclave,Sahakar Nagar Estate,66,RD0550756153143551,45.57,358.36,20.25,378.61,Amazon Pay
bike lite,2024-06-22,11:43:03.805795,completed,Horamavu Run,Bhuvaneshwari Nagar Village,26,RD0668701359555656,7.65,841.68,24.77,866.4499999999999,Amazon Pay
bike,2024-07-27,10:10:54.805795,completed,Basavanagudi Grove,Begur Works,48,RD9189612091887356,22.82,404.52,46.0,450.52,GPay
bike lite,2024-06-23,21:06:57.805795,completed,BTM 2nd Stage Station,ITI Layout Quadrant,96,RD6943341718246113,33.31,484.98,44.92,529.9,Amazon Pay
bike lite,2024-08-16,11:09:13.805795,completed,Kengeri Mews,Banashankari Bay,90,RD6668238286205598,36.41,641.27,1.36,642.63,Amazon Pay
auto,2024-08-14,22:59:11.805795,completed,Horamavu Meadows,MG Road Yard,108,RD4081561494720603,6.76,73.1,41.66,114.75999999999999,Paytm
auto,2024-08-09,10:29:05.805795,completed,Banaswadi Cove,Kanakapura Enclave,73,RD8952012829968203,11.95,707.6,4.15,711.75,QR scan
bike,2024-07-22,18:01:39.805795,completed,Hennur Quadrant,Ramamurthy Nagar Close,21,RD3970677845643136,24.99,645.48,23.44,668.9200000000001,Paytm
auto,2024-08-03,05:12:43.805795,completed,Rajarajeshwari Nagar Farms,Nandini Layout Run,111,RD1480976575648695,47.89,836.29,9.21,845.5,Amazon Pay
auto,2024-08-16,12:27:53.805795,completed,Harohalli Quarters,Subbanna Palya Garden,63,RD4452610098719389,47.39,292.62,21.52,314.14,GPay
bike,2024-07-02,07:07:29.805795,completed,Jalahalli Passage,Madivala District,42,RD1320762655084337,13.18,514.76,34.12,548.88,QR scan
cab economy,2024-07-22,11:06:36.805795,completed,Horamavu Trail,Dr. Shivaram Karanth Nagar Colony,40,RD8942768593228533,42.28,441.23,20.16,461.39000000000004,Amazon Pay
cab economy,2024-06-22,11:19:59.805795,completed,Magadi Road Mews,Thanisandra Layout,85,RD0822546169086485,30.65,720.16,23.73,743.89,QR scan
parcel,2024-08-15,18:13:32.805795,cancelled,Banerghatta Road Garden,Gottigere Landing,54,RD3063914294225110,37.45,,,,nan
auto,2024-08-04,06:31:57.805795,completed,Shivaji Nagar Track,BTM Layout Bay,17,RD6902600614248535,49.28,248.35,44.78,293.13,Paytm
bike,2024-07-22,06:14:26.805795,completed,Kengeri Terrace,BTM 2nd Stage Boulevard,111,RD0043374648524168,8.42,973.51,5.85,979.36,Paytm
bike,2024-08-09,02:29:44.805795,completed,Harohalli Cove,Nagawara 1st Block,51,RD7360075461077141,1.69,664.69,32.95,697.6400000000001,QR scan
bike lite,2024-07-15,04:24:25.805795,cancelled,Kothnur Sector,Hosur Viewpoint,107,RD6748162071568976,39.77,,,,nan
bike,2024-07-13,18:49:26.805795,completed,Vijayanagar Lane,Seshadripuram Ridge,87,RD7589469687825767,48.07,772.71,26.49,799.2,QR scan
cab economy,2024-07-31,04:56:27.805795,completed,Kothanur Pointe,Shivaji Nagar Complex,70,RD1577349345970231,1.96,755.8,43.63,799.43,GPay
parcel,2024-07-27,17:22:47.805795,completed,Lingarajapuram Yard,Dommasandra Run,46,RD4220406730443438,30.45,916.08,1.52,917.6,Paytm
bike,2024-07-20,01:11:13.805795,completed,Dooravani Nagar Commons,Nandini Layout Depot,73,RD7507960673985290,9.54,203.25,22.03,225.28,Amazon Pay
bike,2024-08-09,22:32:38.805795,completed,Kudlu Fields,Amruthahalli Pier,37,RD8907702051579159,17.52,902.94,40.57,943.5100000000001,GPay
bike lite,2024-08-03,21:49:10.805795,completed,Avalahalli Vista,BTM 2nd Stage Circle,71,RD5572271423589386,34.95,171.38,24.82,196.2,GPay
bike,2024-06-23,06:55:02.805795,completed,Yelahanka Arcade,Kadubeesanahalli Farms,67,RD5050044683023278,42.95,72.77,43.4,116.16999999999999,Amazon Pay
auto,2024-08-06,11:03:30.805795,completed,ITI Layout Pointe,Horamavu Banaswadi Cutting,76,RD8030086310842449,16.26,487.26,0.72,487.98,QR scan
parcel,2024-08-02,01:52:19.805795,completed,Nagarbhavi Quay,Koramangala Extension,76,RD5678935951697978,14.3,347.38,7.97,355.35,Amazon Pay
cab economy,2024-08-07,03:09:07.805795,completed,Peenya Bridge,Domlur Hills,58,RD0585620259303024,34.04,984.76,21.93,1006.6899999999999,Amazon Pay
bike,2024-07-10,20:30:33.805795,completed,Ganganagar Promenade,Horamavu Agara Arc,12,RD0965396814368286,6.98,633.1,21.09,654.19,QR scan
auto,2024-07-17,03:40:48.805795,completed,Hosur Vista,Ulsoor Alcove,35,RD1139332667469952,6.65,501.28,26.15,527.43,GPay
auto,2024-07-24,02:20:32.805795,completed,Chandra Layout Alley,Byatarayanapura Cross,119,RD3013129519318442,2.47,982.59,13.7,996.2900000000001,Paytm
bike,2024-07-07,17:08:22.805795,completed,Nelamangala Road,Sanjay Nagar Track,103,RD4982017313046637,43.57,349.75,0.47,350.22,Paytm
bike lite,2024-06-22,20:04:28.805795,completed,Vasanth Nagar 4th Block,Sanjay Nagar 2nd Stage,66,RD5814948865180946,39.16,738.43,8.86,747.29,QR scan
bike,2024-08-04,07:30:22.805795,completed,Kothanur Quarters,Kundalahalli Sector,88,RD8679364841155816,38.45,538.67,46.48,585.15,QR scan
auto,2024-07-02,02:01:38.805795,completed,Sadashiva Nagar Circle,Dooravani Nagar Lane,43,RD2876645337279012,1.01,204.66,28.0,232.66,Paytm
bike,2024-06-21,22:25:27.805795,completed,Hulimavu Court,Agrahara Layout Extension,81,RD0527782373279370,11.68,447.86,6.04,453.90000000000003,Amazon Pay
bike,2024-06-26,13:40:26.805795,cancelled,Chikkagubbi Depot,Kodigehalli Layout,74,RD0265015384080829,41.25,,,,nan
auto,2024-08-08,23:31:49.805795,completed,Arekere Landing,Vijayanagar Road,24,RD0139540867446327,13.42,975.1,48.78,1023.88,GPay
auto,2024-06-21,16:29:16.805795,cancelled,Kundalahalli Track,Mysore Road Cove,78,RD0761129550623962,29.64,,,,nan
parcel,2024-06-30,17:28:41.805795,completed,Basaveshwaranagar Alcove,Amruthahalli Meadows,35,RD8960649741176390,40.24,487.86,12.97,500.83000000000004,Paytm
parcel,2024-07-29,15:57:27.805795,cancelled,Malleshwaram 2nd Block,Shivaji Nagar Fields,113,RD0003891626064502,38.18,,,,nan
bike,2024-06-30,18:10:48.805795,completed,Kalena Agrahara Village,Agrahara Layout 5th Stage,38,RD8158333400466865,18.19,678.67,46.7,725.37,QR scan
parcel,2024-07-26,13:33:46.805795,completed,Hennur 6th Stage,Banaswadi Summit,36,RD3846334641148526,30.19,809.16,45.17,854.3299999999999,Paytm
cab economy,2024-07-16,23:34:09.805795,completed,Kothnur Station,RMV 2nd Stage Mews,86,RD6240734363476321,1.02,534.76,12.14,546.9,Paytm
bike,2024-07-30,04:10:07.805795,cancelled,Arekere Dam,Frazer Town Cutting,32,RD6242918609829068,46.96,,,,nan
bike,2024-06-28,03:23:54.805795,completed,Basavanagudi Cutting,Yelahanka New Town Arcade,40,RD1904393968940060,37.62,709.4,32.25,741.65,QR scan
bike,2024-07-04,08:25:49.805795,completed,Malleshwaram Grove,Kanakapura Dam,33,RD3139843475768278,4.8,819.23,41.11,860.34,QR scan
cab economy,2024-06-17,12:09:39.805795,completed,BTM Layout Terrace,Kodigehalli Passage,61,RD5068213221243430,21.61,955.31,45.74,1001.05,Paytm
parcel,2024-08-01,20:03:10.805795,completed,Varthur Hills,Hulimavu Depot,26,RD2295623904861022,27.71,114.03,31.41,145.44,QR scan
cab economy,2024-07-07,07:08:36.805795,completed,Hosur Enclave,Giri Nagar Boulevard,34,RD7931081371299375,42.11,61.06,7.89,68.95,GPay
bike lite,2024-07-26,14:41:52.805795,completed,Billekahalli Pass,Avalahalli Circle,37,RD6067096053728996,6.16,296.1,37.68,333.78000000000003,Amazon Pay
auto,2024-07-16,22:39:05.805795,completed,Malleshwaram Quarry,Kengeri Track,84,RD8230259674143097,37.31,713.71,48.02,761.73,QR scan
auto,2024-08-05,11:44:37.805795,completed,Rachenahalli Square,Billekahalli Arcade,76,RD5754056797378006,1.7,515.05,8.26,523.31,GPay
parcel,2024-07-31,22:39:52.805795,completed,Babusapalya Drive,Begur Bridge,90,RD8104517813728751,18.36,739.97,44.53,784.5,Amazon Pay
auto,2024-07-02,23:12:41.805795,completed,Hosur Road Township,Chikka Banaswadi District,101,RD5289683121804309,10.64,495.25,26.06,521.31,QR scan
parcel,2024-07-27,22:50:09.805795,completed,Vidyaranyapura View,Kudlu Passage,53,RD4270548701882319,34.68,115.34,7.92,123.26,GPay
cab economy,2024-06-18,13:58:48.805795,completed,Bagalur Alcove,Pai Layout Alcove,115,RD8879493637548788,35.39,603.94,28.25,632.19,QR scan
auto,2024-08-03,01:16:32.805795,completed,Horamavu Agara Lane,Banashankari Estate,47,RD6513585926622775,19.77,189.19,21.99,211.18,Amazon Pay
auto,2024-07-21,09:24:06.805795,completed,Kasturi Nagar 1st Block,Billekahalli Summit,16,RD1219533595902137,37.61,158.23,48.09,206.32,Amazon Pay
bike,2024-07-06,01:33:43.805795,completed,Kadubeesanahalli Arcade,Horamavu Agara Square,107,RD0825648321885814,37.95,566.41,0.73,567.14,QR scan
bike,2024-08-12,12:22:34.805795,completed,Bellandur Outer Ring Road Landing,Vasanth Nagar Arc,101,RD6731950765250309,37.13,664.8,15.98,680.78,Amazon Pay
cab economy,2024-08-09,05:45:04.805795,completed,Kaval Byrasandra Fields,Banashankari Works,14,RD0984403405215095,47.27,401.43,32.18,433.61,Amazon Pay
parcel,2024-07-25,08:01:10.805795,completed,Electronic City 4th Block,Ashok Nagar Viewpoint,93,RD4514235786302103,18.9,275.19,25.46,300.65,QR scan
cab economy,2024-07-08,11:07:15.805795,cancelled,Koramangala 6th Block Township,Kumaraswamy Layout Enclave,104,RD6711579290274803,41.41,,,,nan
parcel,2024-07-07,16:23:43.805795,completed,Sadashiva Nagar Road,Kengeri Hills,72,RD5516139088944903,22.13,806.86,47.7,854.5600000000001,Paytm
auto,2024-07-21,04:35:25.805795,completed,HSR Layout Court,Attibele Commons,81,RD3234023993582947,34.19,710.48,29.97,740.45,QR scan
cab economy,2024-07-08,17:09:46.805795,completed,Nayandahalli Fork,HSR Layout Bay,11,RD3388891653921078,43.93,539.33,44.91,584.24,QR scan
cab economy,2024-07-06,00:57:11.805795,completed,Nayandahalli 2nd Block,Koramangala 8th Block Colony,38,RD0640773380026492,5.85,284.05,45.77,329.82,GPay
bike,2024-07-01,04:53:34.805795,completed,JP Nagar Grove,Madivala Village,74,RD0791486008639128,23.83,664.45,15.22,679.6700000000001,Amazon Pay
cab economy,2024-07-03,12:18:38.805795,cancelled,Basavanagudi Loop,Kalyan Nagar Harbor,55,RD5034067283703221,6.74,,,,nan
parcel,2024-06-21,09:40:47.805795,completed,Ulsoor Square,Kudlu 3rd Stage,29,RD3118643364731430,3.58,122.17,25.84,148.01,GPay
bike,2024-07-22,17:18:14.805795,completed,Hosur Sarjapur Road Layout 3rd Block,Nagarbhavi Estate,10,RD2809553516928234,30.36,560.1,46.98,607.08,GPay
bike,2024-07-10,20:52:33.805795,cancelled,Koramangala 4th Block Landing,Kanaka Nagar Landing,82,RD8021778978710650,15.41,,,,nan
auto,2024-07-21,19:55:52.805795,completed,Mahadevapura Fork,Horamavu Banaswadi Cove,21,RD3690361401368421,29.42,88.68,21.21,109.89000000000001,Paytm
auto,2024-08-03,20:50:06.805795,completed,Chikkajala Fork,Doddaballapur Bay,96,RD8046682154650458,20.04,194.48,30.66,225.14,Amazon Pay
parcel,2024-07-08,23:48:52.805795,completed,Ganganagar Arc,Hosur Sarjapur Road Layout Circle,69,RD8716253456176659,25.88,763.85,4.83,768.6800000000001,GPay
cab economy,2024-07-17,10:10:10.805795,completed,Varthur Plaza,Seshadripuram Dam,115,RD6296747384978112,32.21,824.97,32.19,857.1600000000001,GPay
cab economy,2024-07-05,18:55:16.805795,completed,Srirampura Extension,Sahakar Nagar Viewpoint,100,RD8347787107498190,7.08,443.51,26.9,470.40999999999997,Amazon Pay
cab economy,2024-08-03,19:39:23.805795,completed,Hulimavu Yard,Gottigere Boulevard,51,RD8985209257426231,26.25,522.96,35.99,558.95,Amazon Pay
parcel,2024-07-14,08:28:49.805795,completed,Indiranagar Vista,Gottigere Side,23,RD2102101258137600,29.57,166.04,25.9,191.94,QR scan
parcel,2024-07-28,20:22:36.805795,completed,Lingarajapuram Cross,Bellandur Outer Ring Road Woods,88,RD8607854076417020,22.73,130.91,35.05,165.95999999999998,Amazon Pay
bike,2024-07-16,08:14:39.805795,cancelled,Shivaji Nagar Quay,Varthur 1st Block,35,RD7533829003702025,28.81,,,,nan
parcel,2024-07-16,22:04:19.805795,completed,JP Nagar Heights,Vijayanagar Fork,40,RD2306351052620918,14.15,94.39,41.47,135.86,Amazon Pay
cab economy,2024-06-18,14:20:00.805795,completed,Koramangala 4th Stage,Indiranagar Valley,58,RD0153209361006049,19.9,361.98,27.65,389.63,GPay
auto,2024-07-28,12:09:47.805795,completed,Hennur Road Square,BTM 2nd Stage 6th Block,38,RD8075665465734008,6.56,396.8,31.45,428.25,Paytm
auto,2024-07-07,15:34:14.805795,completed,Sanjay Nagar Layout,Hosur Sarjapur Road Layout Cove,26,RD2489120099096778,12.5,933.33,31.07,964.4000000000001,QR scan
auto,2024-08-08,17:43:36.805795,completed,Yelahanka New Town Place,Avalahalli Zone,50,RD3040901614427322,10.41,981.06,10.97,992.03,GPay
parcel,2024-08-07,12:55:38.805795,completed,Hennur Complex,Vidya Vihar Extension,59,RD4667166767404348,25.28,298.57,31.49,330.06,GPay
bike,2024-06-17,11:04:43.805795,cancelled,Kudlu Gate Quadrant,Kadubeesanahalli Dam,115,RD1675670093904675,11.15,,,,nan
auto,2024-08-16,20:22:42.805795,completed,Balagere Crescent,Munnekollal Viewpoint,64,RD2642206605467747,48.15,82.86,11.45,94.31,QR scan
bike,2024-06-18,14:39:11.805795,completed,Vidyaranyapura Trail,Electronic City Nagar,66,RD2250502576840787,17.15,757.05,21.14,778.1899999999999,Paytm
auto,2024-07-16,10:40:31.805795,completed,Ganganagar Alcove,Hoodi Circle,73,RD4774877980209697,28.94,591.19,10.26,601.45,Amazon Pay
auto,2024-07-12,01:49:49.805795,completed,Chikkalasandra Landing,Basaveshwaranagar Estate,73,RD0638752709340537,15.25,366.2,15.14,381.34,Paytm
bike lite,2024-08-04,15:10:40.805795,completed,Kaval Byrasandra Circle,Ulsoor Garden,68,RD6494472224502106,24.53,93.18,29.35,122.53,GPay
bike,2024-06-30,00:19:45.805795,cancelled,Rajajinagar Track,Bagalur Woods,50,RD8021516248116533,13.46,,,,nan
cab economy,2024-07-26,11:34:54.805795,completed,Yelahanka New Town Court,Marathahalli Close,78,RD0426713189809772,25.73,657.52,29.99,687.51,Amazon Pay
bike lite,2024-07-22,05:41:39.805795,completed,Begur Drive,Bellandur Trail,65,RD8082723259257408,37.3,97.26,41.63,138.89000000000001,Paytm
cab economy,2024-06-28,04:16:02.805795,completed,Magadi Road Terrace,Hosur Sarjapur Road Layout Fork,117,RD1270851413814408,9.5,92.59,45.71,138.3,QR scan
auto,2024-06-20,11:13:48.805795,completed,Hebbal Quarry,HRBR Layout Zone,16,RD3474565613635540,32.78,726.25,24.55,750.8,Amazon Pay
bike,2024-07-03,04:17:06.805795,cancelled,Hebbal Bridge,Rachenahalli Alcove,71,RD5688880502772078,40.7,,,,nan
bike lite,2024-08-03,04:57:17.805795,completed,Kothnur Farms,Adugodi Court,56,RD9620426268113113,11.78,589.82,34.54,624.36,GPay
bike lite,2024-08-10,16:06:42.805795,completed,Indiranagar Cutting,Hulimavu Estate,113,RD5300975901855047,36.49,671.73,24.29,696.02,GPay
bike,2024-07-22,17:10:03.805795,completed,Bellandur Outer Ring Road Alcove,Adugodi Ridge,81,RD1149432261568399,43.25,554.55,43.78,598.3299999999999,GPay
bike,2024-07-27,16:45:50.805795,cancelled,Chikkabellandur District,Kothaguda Park,69,RD2151729782474291,26.71,,,,nan
cab economy,2024-07-15,11:02:11.805795,completed,Harohalli Depot,Ulsoor Heights,83,RD7801206895875812,37.95,419.98,25.12,445.1,Paytm
parcel,2024-07-11,19:56:17.805795,completed,Dodda Banaswadi Park,Bommanahalli Trail,86,RD4513259233719517,16.44,115.18,45.52,160.70000000000002,Paytm
bike lite,2024-08-13,21:31:07.805795,completed,Chikkagubbi Esplanade,Kudlu Gate Cut,79,RD5784297581363442,18.16,854.81,45.88,900.6899999999999,GPay
bike,2024-07-08,07:22:32.805795,completed,Kalyan Nagar 4th Stage,Chokkanahalli Ridge,55,RD5782955501295615,20.41,656.33,30.67,687.0,GPay
bike,2024-06-27,19:53:21.805795,completed,Kasavanahalli Pier,HRBR Layout Cross,31,RD9499242029238203,11.12,660.05,49.71,709.76,QR scan
parcel,2024-06-27,13:28:20.805795,completed,Kundalahalli 6th Block,Sonnenahalli Passage,84,RD2707964888266873,41.72,740.85,30.34,771.19,GPay
parcel,2024-08-15,13:12:42.805795,completed,Agrahara Layout Enclave,Adugodi 3rd Stage,102,RD6145323964730353,20.1,617.87,5.71,623.58,QR scan
cab economy,2024-07-10,04:38:21.805795,completed,ITI Layout Park,Pai Layout Crescent,44,RD3419022641285034,29.84,582.82,14.14,596.96,Amazon Pay
auto,2024-08-13,12:53:01.805795,completed,Munnekollal Station,Balagere Yard,61,RD1840569711386085,44.57,252.97,45.62,298.59,Amazon Pay
bike,2024-07-17,02:15:09.805795,completed,Horamavu 3rd Block,Jakkur Alley,98,RD3974648033053745,13.51,237.28,3.18,240.46,Amazon Pay
auto,2024-06-25,22:01:21.805795,cancelled,Kalyan Nagar Viewpoint,Kumaraswamy Layout 6th Stage,113,RD4717714836993460,7.3,,,,nan
bike,2024-06-23,14:33:12.805795,completed,Malleshwaram Bridge,Kadubeesanahalli Landing,49,RD2916484564414329,15.13,93.73,43.66,137.39,Paytm
cab economy,2024-06-23,19:04:20.805795,cancelled,Banashankari Heights,Jakkur 1st Block,117,RD2283417252728340,10.09,,,,nan
bike,2024-07-17,06:25:35.805795,completed,Kaggalipura Lane,BTM 2nd Stage Quarry,99,RD5975052777002094,46.38,727.49,9.43,736.92,Paytm
bike,2024-06-26,03:56:49.805795,completed,Bellandur Summit,Dasarahalli 2nd Block,109,RD6791556834828962,37.38,328.67,32.96,361.63,Amazon Pay
bike lite,2024-07-16,00:15:44.805795,completed,Horamavu Agara 2nd Block,Doddaballapur Meadows,94,RD7463205023418034,33.78,78.59,9.79,88.38,Paytm
bike,2024-08-03,20:12:19.805795,cancelled,Horamavu Banaswadi 6th Block,Avalahalli Summit,82,RD3014945204717680,44.53,,,,nan
bike,2024-06-23,22:33:43.805795,completed,Kengeri Works,Kasturi Nagar Woods,69,RD4858481079404960,11.82,692.69,5.85,698.5400000000001,Amazon Pay
cab economy,2024-07-04,08:41:24.805795,completed,Tavarekere Yard,Babusapalya Pier,21,RD4862365280035034,19.83,149.16,16.84,166.0,GPay
auto,2024-08-06,22:26:30.805795,completed,Bellandur Square,Nelamangala Farms,112,RD8887968809796493,2.53,857.37,21.69,879.0600000000001,GPay
auto,2024-06-22,22:47:05.805795,completed,Gottigere Heights,Jalahalli Fields,117,RD4490873442279524,6.99,925.0,39.0,964.0,Paytm
auto,2024-07-08,13:13:00.805795,cancelled,Benson Town Alley,Chikkabellandur 6th Block,88,RD4700254493134844,17.85,,,,nan
auto,2024-07-16,14:43:42.805795,cancelled,Subramanyapura Square,Kadugodi Colony,31,RD7952050484748517,29.48,,,,nan
bike,2024-08-05,12:56:18.805795,completed,Kasturi Nagar Arc,Marathahalli Square,73,RD8848059192862640,36.2,800.12,36.2,836.32,GPay
cab economy,2024-06-23,04:12:38.805795,completed,Indiranagar 4th Block,Hoodi Arc,88,RD0204356799857909,12.6,641.84,1.72,643.5600000000001,QR scan
cab economy,2024-07-04,18:06:26.805795,completed,Harohalli Fields,Hoodi Passage,115,RD7969481441523660,22.15,566.19,10.24,576.4300000000001,Paytm
parcel,2024-08-08,16:30:27.805795,completed,Electronic City 4th Block,Kalena Agrahara Road,116,RD8175549222487386,19.46,595.08,2.74,597.82,Amazon Pay
bike,2024-07-25,19:13:26.805795,completed,Adugodi Harbor,Hennur Cutting,33,RD4665691249380778,16.36,618.47,10.54,629.01,Amazon Pay
